name,Group,Label,D_58,W_58,D_59,W_59,D_62,W_62,D_83,W_83,D_87,W_87,D_88,W_88,D_89,W_89,D_92,W_92,D_110,W_110,D_115,W_115,D_116,W_116,D_117,W_117,D_120,W_120,D_122,W_122,D_159,W_159,D_160,W_160,D_163,W_163,D_164,W_164,mean_n_neg_charged,std_n_neg_charged,occ_n_neg_charged_gt0,Y23 RMSF (A),R79 RMSF (A),I110 RMSF (A),G163 RMSF (A),Gate (r84-90) mean (A),Gate (r84-90) SD (A),Gate RMSD mean (A),Gate RMSD SD (A),Gate drift100 (A),Gate slope (A/ns),Latch RMSD mean (A),Latch RMSD SD (A),Latch drift100 (A),Latch slope (A/ns),max_saltbridge_occupancy_pct,n_saltbridges_gt50pct,mean_top3_occupancy_pct,delta_D_58,delta_W_58,delta_D_59,delta_W_59,delta_D_62,delta_W_62,delta_D_83,delta_W_83,delta_D_87,delta_W_87,delta_D_88,delta_W_88,delta_D_89,delta_W_89,delta_D_92,delta_W_92,delta_D_110,delta_W_110,delta_D_115,delta_W_115,delta_D_116,delta_W_116,delta_D_117,delta_W_117,delta_D_120,delta_W_120,delta_D_122,delta_W_122,delta_D_159,delta_W_159,delta_D_160,delta_W_160,delta_D_163,delta_W_163,delta_D_164,delta_W_164,hydration_count_pocket_4A_mean,hydration_count_pocket_4A_std,hydration_count_pocket_4A_min,hydration_count_pocket_4A_max,hydration_count_pocket_4A_early20_mean,hydration_count_pocket_4A_late20_mean,hydration_count_pocket_4A_drift20,hydration_count_pocket_4A_slope,hydration_count_pocket_4A_slope_per_ns,gate_bridge_occupancy,triple_bridge_occupancy,mean_n_triple_bridge_waters,co_occurrence_occupancy,mean_run_duration_ns
pair_3075_binder,Binder,1,0.4572,0.8582,0.1019,0.2168,0.2641,0.4042,0.6357,0.1043,0.2502,0.0709,0.4947,0.3513,0.6341,0.1002,0.586,0.5949,0.0261,0.1597,0.7881,0.5249,0.5249,0.379,0.4173,0.3105,0.3627,0.1573,0.4874,0.6585,0.7042,0.2657,0.762,0.0554,0.2461,0.1597,0.5632,0.0839,0.2057552783891742,0.4130299770109355,0.202168419336431,1.716,0.823,0.748,0.642,0.30314,0.04625,1.3981,0.4394,-0.1461,-0.000463,1.6593,0.4051,0.1329,-8.9e-05,66.56,1,38.01,-0.4572,-0.8427,-0.05299999999999999,-0.1264,0.2453,0.1695,0.6357,0.10350000000000001,0.2502,0.0709,0.4947,0.3513,0.6341,0.1002,0.5738,0.47269999999999995,-0.0261,-0.018699999999999994,0.7881,0.5249,0.5249,0.379,0.4173,0.3105,0.2625,0.1264,-0.4874,-0.6552,0.7042,0.2657,0.7546999999999999,0.0554,0.2461,0.1597,-0.2746,-0.054599999999999996,67.80684596577017,6.589934688319935,49.0,91.0,69.9795918367347,64.56734693877551,-5.412244897959184,-9.655033728088684,-0.0210006171355925,0.4475,0.3523,0.4048,0.3973,1.817
pair_3076_binder,Binder,1,0.0,0.3993,0.1883,0.7017,0.013,0.2592,0.5387,0.031,0.1874,0.2298,0.4352,0.4808,0.313,0.1092,0.5371,0.3602,0.0049,0.6316,0.6496,0.5346,0.9144,0.5143,0.7897,0.5208,0.965,0.6487,0.8549,0.3015,0.4711,0.4792,0.7563,0.1345,0.1426,0.1557,0.2111,0.1997,0.2011901850493193,0.4014994540876684,0.2009456264775413,3.993,0.682,0.759,0.907,0.33586,0.06593,1.2921,0.3639,0.1422,0.000489,1.7948,0.5397,1.0023,0.002454,93.44,1,32.64,0.0,-0.3993,-0.1459,-0.6854,0.013,-0.0847,0.5387,0.031,0.1874,0.2298,0.4352,0.4808,0.313,0.1092,0.5371,0.23070000000000002,0.0049,0.023599999999999954,0.6496,0.5346,0.9144,0.5143,0.7897,0.5192,-0.9413,-0.2535,-0.8549,-0.3015,0.4711,0.4792,0.5004,0.12060000000000001,-0.043199999999999995,0.1557,-0.2111,-0.1801,72.69926650366749,5.621157881157655,50.0,90.0,70.35510204081632,76.48163265306123,6.126530612244906,6.5217380916352745,0.0141854009605987,0.6244,0.3193,0.3666,0.5937,0.7295
pair_3077_binder,Binder,1,0.2225,0.846,0.3839,0.2363,0.0888,0.3203,0.5265,0.1255,0.3089,0.1133,0.52,0.4417,0.5297,0.2306,0.4091,0.5599,0.0,0.0359,0.4882,0.6601,0.4499,0.4906,0.6797,0.617,0.2445,0.1271,0.489,0.661,0.7767,0.5493,0.3741,0.0725,0.5289,0.3659,0.2005,0.0,0.0506236243580337,0.2318776394776112,0.0477704410206244,1.263,0.713,0.77,0.709,0.30529,0.03823,1.2165,0.4739,0.1508,0.000355,1.5988,0.4017,-0.0053,-0.000577,82.81,2,51.21,-0.2225,-0.8452,0.1696,-0.13119999999999998,0.08800000000000001,0.20130000000000003,0.5265,0.1255,0.3089,0.1133,0.52,0.4417,0.5297,0.2306,0.4083,0.5233,0.0,0.004,0.4882,0.6601,0.4499,0.4906,0.6797,0.617,0.17850000000000002,0.0962,-0.489,-0.661,0.7767,0.5493,0.3709,0.0725,0.5265,0.3659,-0.11659999999999998,0.0,68.68948655256723,5.48010362668368,50.0,87.0,67.43265306122449,68.47755102040816,1.0448979591836718,0.9636357844269408,0.002095999531108,0.6027,0.461,0.5277,0.5645,1.6356
pair_3078_binder,Binder,1,0.414,0.881,0.7669,0.4132,0.1532,0.3839,0.652,0.013,0.1989,0.0905,0.4205,0.383,0.37,0.0375,0.7474,0.5077,0.0628,0.1174,0.661,0.3586,0.0,0.4132,0.4434,0.608,0.6341,0.0473,0.1614,0.7914,0.5534,0.718,0.7343,0.3928,0.8321,0.1817,0.6944,0.2624,0.0130431238281568,0.1148872440467788,0.0128800847803048,3.413,0.724,0.669,1.198,0.33243,0.07332,1.3246,0.4713,-0.2003,-0.000335,2.0791,0.3854,0.0605,0.000403,92.72,1,33.73,-0.4116,-0.8729,-0.09050000000000002,-0.3749,0.10670000000000002,0.10020000000000001,0.652,0.0114,0.1989,0.08639999999999999,0.4205,0.3186,0.37,0.029400000000000003,0.7359,0.3659,0.0628,0.05620000000000001,0.6275,0.14670000000000002,0.0,0.1459,0.1182,0.25830000000000003,0.621,0.035,-0.1614,-0.6626,0.392,0.6341,0.4066,0.3008,0.8044,0.1492,0.2698,-0.22250000000000003,77.83374083129584,6.61837130542081,58.0,98.0,77.80408163265307,76.96326530612245,-0.8408163265306143,1.923058544316398,0.0041828353329339,0.4895,0.1462,0.1694,0.3478,0.515
pair_3079_binder,Binder,1,0.0497,0.7677,0.4434,0.5925,0.5607,0.0057,0.5868,0.0163,0.1842,0.1418,0.5998,0.6039,0.4344,0.2983,0.5143,0.2078,0.5143,0.1035,0.3521,0.6324,0.2274,0.6577,0.4222,0.6153,0.8533,0.6381,0.4287,0.5868,0.4507,0.2836,0.6275,0.3309,0.0856,0.1956,0.0628,0.4996,0.6388685090079074,0.5136267749250119,0.6223200456509334,2.906,0.797,0.969,1.076,0.35086,0.05895,1.3808,0.5406,0.0045,-9e-06,1.7403,0.4517,-0.4878,-0.001136,87.75,1,42.25,-0.0497,-0.7677,-0.2396,-0.5909,0.5574,-0.0057,0.5868,0.0163,0.1842,0.1418,0.5998,0.6039,0.4344,0.2983,0.366,0.2078,-0.07819999999999999,0.1035,0.3521,0.6324,0.2274,0.6577,0.4222,0.6153,0.3756999999999999,0.0383,-0.4287,-0.3292,0.4507,0.2836,0.6275,0.32689999999999997,0.0856,0.1948,-0.0302,0.04730000000000001,67.77098614506927,6.533385337357136,44.0,87.0,63.0530612244898,70.22857142857143,7.1755102040816325,9.02114476398302,0.0196218483175269,0.7324,0.56,0.6702,0.6732,1.177
pair_3080_binder,Binder,1,0.3382,0.8574,0.7848,0.3007,0.0212,0.2274,0.5518,0.0049,0.1834,0.097,0.586,0.3048,0.2404,0.0562,0.74,0.2934,0.1011,0.3496,0.8101,0.4197,0.088,0.2029,0.5575,0.3366,0.5436,0.2828,0.5925,0.7571,0.4719,0.1989,0.3594,0.0041,0.9446,0.1198,0.4287,0.088,0.0074997962011901,0.0881454896964939,0.0073367571533382,3.088,1.547,0.78,1.07,0.34743,0.07984,1.4484,0.5557,0.2874,0.001226,1.9581,0.5256,0.5945,0.002077,92.75,1,32.15,-0.3366,-0.8345,-0.2314,-0.2706,0.019600000000000003,-0.05550000000000001,0.4556,0.0049,0.1834,0.0913,0.5623,0.1842,0.2135,0.0472,0.5786,0.07830000000000001,0.1011,0.05789999999999998,0.48250000000000004,0.2991,0.0823,0.08880000000000002,0.5468,0.2625,0.5379,0.2143,-0.5013,-0.6553,0.2559,0.1027,0.3554,0.0033000000000000004,0.6299999999999999,0.106,0.4108,-0.013899999999999996,70.34555827220863,5.627204506351515,54.0,89.0,69.05714285714286,71.2734693877551,2.2163265306122355,2.484872135899906,0.0054048333570416,0.3621,0.1477,0.1589,0.2211,0.6156
pair_3085_binder,Binder,1,0.8272,0.793,0.0872,0.1687,0.2437,0.2926,0.2209,0.0171,0.3741,0.3888,0.2518,0.3733,0.1736,0.0742,0.7539,0.2828,0.3203,0.0383,0.304,0.2315,0.0139,0.1385,0.4116,0.1328,0.2999,0.0513,0.665,0.6259,0.6854,0.5273,0.4165,0.0799,0.4434,0.3692,0.1222,0.1728,0.2421945055840874,0.4323888840544563,0.2404825955816418,1.214,0.789,0.726,1.209,0.29571,0.03593,1.7622,0.5604,0.1734,6.3e-05,2.9233,0.9936,1.7707,0.005557,93.48,1,39.16,-0.8272,-0.7922,-0.08399999999999999,-0.14750000000000002,-0.08719999999999999,-0.28200000000000003,0.22010000000000002,0.0098,0.3741,0.3888,0.2518,0.3733,0.1736,0.0742,0.2934,-0.163,0.13369999999999999,0.0106,0.304,0.2315,0.0139,0.1385,0.4116,0.1328,0.24930000000000002,0.008199999999999995,-0.6455,-0.5468000000000001,0.6854,0.5273,0.4165,0.0799,0.4434,0.357,0.119,-0.0025000000000000022,70.5680521597392,6.655271494627849,53.0,90.0,65.91020408163266,74.43673469387755,8.526530612244898,8.710750778493662,0.0189467118618676,0.6874,0.1792,0.1987,0.2984,0.8148
pair_3086_binder,Binder,1,0.8761,0.8794,0.1728,0.1345,0.2632,0.0073,0.8231,0.0024,0.3659,0.0293,0.2958,0.2388,0.5518,0.3888,0.8272,0.3431,0.0807,0.075,0.7327,0.5819,0.0334,0.2152,0.3993,0.2893,0.4808,0.0473,0.5844,0.229,0.6145,0.1483,0.6316,0.0628,0.5697,0.207,0.1883,0.0008,0.1821961359745659,0.3860060932297616,0.1821961359745659,0.827,0.759,0.634,0.987,0.27471,0.04982,1.4337,0.367,0.1432,4.4e-05,2.6485,0.8686,1.1248,0.002669,94.4,2,59.81,-0.8761,-0.8794,0.1573,0.1279,0.2632,0.0041,0.8231,0.0024,0.3659,0.0293,0.2958,0.2388,0.5518,0.3888,0.8272,0.3431,0.04970000000000001,0.0734,0.7327,0.5819,0.0334,0.2152,0.3993,0.2893,0.3586,0.0473,-0.5844,-0.229,0.6145,0.1483,0.6316,0.0628,0.5697,0.207,0.07830000000000001,0.0008,61.88753056234719,5.283524485056567,42.0,81.0,59.61224489795919,61.546938775510206,1.93469387755102,2.2832522319473085,0.0049662908797113,0.5952,0.5585,0.6109,0.5787,1.2472
pair_3087_binder,Binder,1,0.0024,0.6911,0.6227,0.7123,0.2738,0.2209,0.2771,0.009,0.3733,0.3814,0.2958,0.4898,0.2624,0.0473,0.5689,0.3097,0.4026,0.216,0.4955,0.4686,0.009,0.4678,0.4605,0.4319,0.9813,0.3325,0.8566,0.2518,0.6675,0.6544,0.2412,0.1076,0.1125,0.348,0.1092,0.2306,0.016385424309122,0.1282303406960926,0.01622238526127,1.619,0.732,0.78,1.192,0.39257,0.08701,1.7726,0.5308,-0.0968,0.0003,2.2345,0.5838,0.5597,0.001781,94.73,1,31.58,-0.0024,-0.6911,-0.6194000000000001,-0.6944,-0.24769999999999998,-0.2184,0.2771,0.007299999999999999,0.3733,0.3814,0.2958,0.4898,0.2624,0.0473,0.1923,-0.27140000000000003,0.17850000000000002,-0.1149,0.4955,0.4686,0.009,0.4678,0.4605,0.4319,-0.31209999999999993,-0.25429999999999997,-0.8566,-0.251,0.6675,0.6544,0.23550000000000001,0.050499999999999996,0.0522,0.24209999999999998,0.0432,-0.1842,68.2917685411573,5.696876198475304,52.0,89.0,66.2204081632653,68.15918367346939,1.9387755102040811,3.232791507052237,0.0070316291616144,0.7159,0.1439,0.1574,0.4648,0.4932
pair_3088_binder,Binder,1,0.3138,0.8688,0.5077,0.4311,0.0391,0.3496,0.5664,0.0253,0.2975,0.1288,0.3521,0.467,0.348,0.2641,0.489,0.5102,0.3341,0.2852,0.5705,0.74,0.0888,0.3993,0.4059,0.4906,0.3635,0.0954,0.4621,0.4368,0.6838,0.4271,0.6642,0.0945,0.3252,0.2152,0.4328,0.0342,0.0026086247656313,0.0510080370379365,0.0026086247656313,1.44,0.751,0.979,0.808,0.33643,0.04441,1.6287,0.527,0.1773,0.000792,3.4593,0.9018,0.0402,8e-06,88.39,1,31.59,-0.3138,-0.8672,0.1703,-0.35860000000000003,0.0391,0.07420000000000002,0.5664,0.0253,0.2975,0.1288,0.3521,0.467,0.348,0.2641,0.489,0.4352,0.06360000000000002,0.1695,0.5705,0.74,0.0888,0.3993,0.4059,0.4906,0.3243,0.0954,-0.4556,-0.4368,0.6838,0.4271,0.661,0.0945,0.3212,0.2152,-0.308,-0.0342,69.61532192339038,6.7092627736924255,51.0,92.0,68.54285714285714,65.38775510204081,-3.155102040816331,-4.993572947444709,-0.0108614963511576,0.6777,0.5127,0.5825,0.6124,1.0059
pair_3091_binder,Binder,1,0.0122,0.8517,0.6316,0.3635,0.2494,0.0758,0.6194,0.035,0.2779,0.0921,0.4515,0.5949,0.4711,0.2958,0.5599,0.467,0.0049,0.1068,0.4866,0.7979,0.4173,0.7474,0.546,0.5029,0.4132,0.0864,0.5819,0.489,0.6088,0.3879,0.6447,0.0522,0.0954,0.1524,0.2592,0.0106,0.1363821635281649,0.3474431922787913,0.1349148120974973,1.163,0.684,0.732,0.617,0.32457,0.05836,1.3267,0.4676,0.1157,0.000197,2.2133,0.7997,1.6807,0.004507,91.34,2,60.83,-0.0122,-0.8517,-0.28689999999999993,-0.36269999999999997,0.2217,-0.0318,0.6194,0.035,0.2779,0.0921,0.4515,0.5949,0.4711,0.2958,0.5575,0.1524,-0.0049,-0.0847,0.4866,0.7979,0.4173,0.7474,0.546,0.4971,0.15560000000000002,0.022000000000000006,-0.5819,-0.48819999999999997,0.6088,0.3879,0.6422,0.046400000000000004,0.0954,0.15080000000000002,-0.2518,0.0048,66.19070904645477,5.895681986201444,48.0,90.0,64.38775510204081,69.0326530612245,4.64489795918368,6.531358760144308,0.0142063268301126,0.8096,0.7069,0.8621,0.7886,1.6001
pair_3099_binder,Binder,1,0.1663,0.8394,0.7343,0.6463,0.5623,0.2192,0.5697,0.0081,0.216,0.282,0.5371,0.4703,0.4556,0.0359,0.8248,0.2152,0.0236,0.0334,0.7343,0.2828,0.0,0.2608,0.3871,0.383,0.7368,0.0277,0.6707,0.815,0.7816,0.7775,0.2649,0.0456,0.802,0.7457,0.8989,0.1182,0.0100269014428955,0.0996311331379405,0.0100269014428955,1.729,1.19,0.709,1.199,0.37671,0.08424,1.7991,0.7877,1.2768,0.003824,2.0509,0.4616,0.2614,0.000858,96.84,2,50.0,-0.1663,-0.8386,-0.7343,-0.6382,-0.36829999999999996,0.02529999999999999,0.5697,0.007299999999999999,0.216,0.282,0.5371,0.4703,0.4556,0.0359,0.8207,0.18339999999999998,0.0236,0.0334,0.7343,0.2828,0.0,0.2608,0.3871,0.383,0.7368,0.0277,-0.11410000000000003,-0.7286,0.7816,0.7775,0.2649,0.0456,0.25429999999999997,-0.26489999999999997,0.32930000000000004,-0.09209999999999999,76.35452322738386,6.101209841417036,59.0,102.0,72.84897959183674,77.11428571428571,4.265306122448976,7.385718722872184,0.0160646410502929,0.6709,0.1312,0.1402,0.3433,0.4755
pair_3100_binder,Binder,1,0.555,0.9087,0.8427,0.4866,0.5958,0.0008,0.044,0.0041,0.0774,0.0334,0.0024,0.2127,0.6137,0.0725,0.5941,0.0033,0.2518,0.6919,0.6732,0.8142,0.0,0.1589,0.9315,0.6373,0.9886,0.837,0.1019,0.5966,0.0073,0.0391,0.2958,0.1149,0.0016,0.0285,0.1337,0.2209,0.9501100513573,0.2177175731702167,0.9501100513573,2.86,0.489,0.671,0.709,0.57314,0.19099,3.1781,0.8875,-0.6832,-0.001855,1.9279,0.2532,-0.1741,-0.000346,94.88,1,46.56,-0.555,-0.9029999999999999,-0.1915,-0.4686,0.5958,0.0008,0.044,0.0041,0.0774,0.0334,0.0024,0.2127,0.6137,0.0725,0.5941,0.0033,0.2518,0.6919,0.6732,0.8142,0.0,0.1589,0.9315,0.6373,0.2298,0.5648000000000001,-0.09949999999999999,-0.5224,0.0073,0.037500000000000006,0.2958,0.0465,-0.0016,0.0106,-0.1337,-0.1491,64.72371638141809,5.760454501709024,46.0,84.0,61.326530612244895,63.29795918367347,1.971428571428575,3.0801669281555903,0.0066996561786962,0.2519,0.1934,0.2354,0.2474,0.7274
pair_3101_binder,Binder,1,0.0285,0.5387,0.3651,0.5681,0.317,0.2078,0.5192,0.0367,0.2861,0.1491,0.3374,0.5974,0.2706,0.229,0.5966,0.3309,0.1728,0.0962,0.5518,0.6178,0.4743,0.7286,0.4792,0.3627,0.9446,0.3578,0.6121,0.4271,0.5216,0.3993,0.639,0.1076,0.1361,0.1736,0.1663,0.2584,0.1276595744680851,0.3402420635469922,0.1254585473220836,3.381,0.726,0.795,1.1,0.33243,0.07467,1.5162,0.5926,0.6325,0.001554,1.8236,0.5398,0.086,0.000366,86.36,1,38.96,-0.0285,-0.5387,-0.1679,-0.5444,0.2543,-0.03670000000000001,0.5192,0.029400000000000003,0.2861,0.1491,0.3374,0.5974,0.2706,0.229,0.5607,0.13690000000000002,0.024500000000000008,-0.0007999999999999952,0.5518,0.6178,0.4743,0.7286,0.4776,0.3627,-0.7098,-0.2144,-0.6121,-0.4164,0.5216,0.3993,0.5166999999999999,0.0733,0.07089999999999999,0.1597,-0.1459,-0.172,69.88671556642217,6.91862430228228,51.0,92.0,62.734693877551024,69.91428571428571,7.179591836734687,8.992529646472288,0.0195596077139147,0.7586,0.557,0.6664,0.7091,1.2114
pair_3103_binder,Binder,1,0.0359,0.8289,0.3806,0.383,0.0473,0.3985,0.5037,0.0098,0.4148,0.1019,0.6985,0.8639,0.3602,0.5892,0.2404,0.4988,0.0,0.48,0.031,0.7873,0.1011,0.8949,0.6634,0.8688,0.0595,0.1002,0.7074,0.749,0.7384,0.5835,0.6455,0.0334,0.2657,0.313,0.2567,0.0318,0.0045650933398548,0.0674110767059339,0.0045650933398548,2.461,0.613,0.767,1.2,0.305,0.05608,1.0283,0.2937,0.0585,9.3e-05,1.3204,0.2933,0.0969,9.6e-05,89.23,1,43.77,-0.0359,-0.8289,-0.015500000000000014,-0.35209999999999997,0.044000000000000004,-0.0741,0.5037,0.0098,0.4148,0.1019,0.6985,0.8639,0.3602,0.5892,0.2404,0.22329999999999997,0.0,-0.4173,0.031,0.7873,0.1011,0.8949,0.6634,0.8688,0.035800000000000005,-0.08149999999999999,-0.7074,-0.749,0.7384,0.5835,0.6446999999999999,0.0326,0.26489999999999997,0.313,-0.2526,-0.0302,67.94213528932356,5.00634410933867,49.0,83.0,69.13877551020408,67.71020408163265,-1.4285714285714306,-1.1473045403502615,-0.002495496553236,0.9543,0.9295,1.048,0.9498,11.0714
pair_3104_binder,Binder,1,0.1328,0.8183,0.4662,0.458,0.0733,0.1866,0.5192,0.1141,0.4923,0.2665,0.4254,0.3888,0.3578,0.1801,0.6911,0.339,0.1858,0.0277,0.154,0.4857,0.0978,0.3912,0.4605,0.48,0.4051,0.0937,0.7139,0.4817,0.7262,0.4156,0.6047,0.0587,0.3806,0.2111,0.1214,0.0204,0.2942039618488628,0.4556840908801795,0.2942039618488628,2.457,0.613,0.673,0.796,0.31,0.04386,1.5702,0.5356,0.264,0.001097,2.3185,0.7262,1.218,0.003877,84.13,2,44.95,-0.1328,-0.8159000000000001,-0.04149999999999998,-0.3692,0.0538,-0.035900000000000015,0.5192,0.015399999999999997,0.4923,0.2665,0.4254,0.3888,0.3578,0.1801,0.4817,0.08310000000000001,0.031,0.014699999999999998,0.154,0.4857,0.0978,0.3912,0.4605,0.48,0.3023,0.0921,-0.6928,-0.45480000000000004,0.7262,0.4156,0.6047,0.0587,0.3806,0.2111,0.08399999999999999,0.0,65.93480032599837,5.707255567908669,49.0,85.0,62.69795918367347,64.84897959183674,2.1510204081632693,2.3059738935833014,0.0050157126559723,0.7061,0.3696,0.452,0.4978,0.9886
pair_3108_binder,Binder,1,0.0024,0.4654,0.0383,0.4931,0.2355,0.4238,0.5403,0.0163,0.2298,0.1801,0.3985,0.4719,0.3399,0.1133,0.5827,0.3073,0.2062,0.5102,0.5729,0.5623,0.5216,0.5795,0.6398,0.639,0.9707,0.6756,0.8557,0.3945,0.5632,0.5648,0.6275,0.1809,0.2429,0.2551,0.2575,0.3276,0.0935028939430993,0.2911358836821131,0.0935028939430993,1.345,0.594,0.76,0.81,0.31043,0.05371,1.3589,0.5583,-0.2615,-0.001505,2.0165,0.6447,-0.9213,-0.002972,94.38,1,31.46,-0.0024,-0.4654,-0.0383,-0.45399999999999996,0.1255,-0.2494,0.5387,0.0163,0.2298,0.1801,0.3985,0.4719,0.3399,0.1133,0.5712999999999999,0.07900000000000001,0.2054,-0.024499999999999966,0.5729,0.5623,0.5216,0.5795,0.6398,0.639,-0.6968,-0.4295,-0.8557,-0.3921,0.5632,0.5599,0.3228,0.1011,-0.11649999999999999,0.07330000000000002,-0.2567,-0.3219,74.14995925020375,5.449808584599225,58.0,90.0,74.95918367346938,72.73469387755102,-2.224489795918359,-3.951697554215813,-0.0085953182255917,0.6094,0.2669,0.3081,0.5495,0.7216
bind_043_binder,Binder,1,0.4042,0.8851,0.1932,0.0407,0.2624,0.2078,0.6479,0.0962,0.2706,0.0856,0.8517,0.2266,0.6756,0.0375,0.3089,0.2363,0.0008,0.0016,0.0546,0.0383,0.6422,0.7074,0.9258,0.6618,0.185,0.0016,0.546,0.6422,0.7449,0.5306,0.3749,0.0383,0.37,0.2861,0.1214,0.0008,0.0458139724464009,0.2090814491414322,0.0458139724464009,3.686,0.801,0.705,0.674,0.29729,0.0454,0.9202,0.2992,-0.1583,-0.000357,1.4229,0.2486,-0.0624,1e-05,92.97,2,60.86,-0.4042,-0.8753,-0.07089999999999999,0.0196,0.2624,0.1956,0.6479,0.0962,0.2706,0.0856,0.4857000000000001,0.1997,-0.4776,0.0179,0.3015,0.2314,0.0008,-0.0016,0.0546,0.018799999999999997,0.6422,0.6822,0.9185000000000001,0.6374000000000001,0.17850000000000002,0.0,-0.43110000000000004,-0.6406,0.7449,0.5306,0.3749,0.0383,0.37,0.2861,0.1214,0.0008,64.22656886715566,4.797022121552325,47.0,81.0,65.04081632653062,64.84489795918367,-0.1959183673469482,1.0988109554566234,0.0023900183914227,0.3193,0.2009,0.2031,0.2804,0.6166
bind_080_binder,Binder,1,0.9568,0.8826,0.0407,0.1695,0.3456,0.0546,0.6227,0.0253,0.2372,0.0024,0.8158,0.2037,0.7963,0.0823,0.6341,0.5167,0.0742,0.0163,0.4645,0.2665,0.3578,0.198,0.6585,0.2747,0.5428,0.0619,0.8264,0.4662,0.013,0.0179,0.6235,0.0562,0.7302,0.0359,0.8378,0.3619,0.7263389581804842,0.4556037583183208,0.7219369038884813,1.046,0.703,0.788,0.747,0.35671,0.09629,1.3246,0.4682,0.5926,0.001292,1.4606,0.3258,0.2806,0.000859,92.88,1,30.96,-0.9568,-0.42460000000000003,0.0407,0.10269999999999999,0.3456,0.028499999999999998,0.5844,0.019500000000000003,0.2339,0.0015999999999999999,0.3969,0.19469999999999998,-0.04150000000000009,0.0481,0.5289,0.1109,0.0742,0.0057,0.4621,0.22000000000000003,0.3578,0.1956,0.6585,0.2429,0.5428,0.036599999999999994,0.8232,-0.17120000000000002,0.012199999999999999,0.0171,0.6235,0.0562,0.7293999999999999,0.0351,0.8378,0.3423,67.880195599022,5.440602341007075,53.0,88.0,67.54285714285714,70.20408163265306,2.661224489795913,3.3231206645269697,0.0072281036748819,0.2714,0.2466,0.2969,0.2594,1.2338
bind_069_binder,Binder,1,0.6243,0.8313,0.7514,0.1826,0.5811,0.0416,0.7547,0.0008,0.1932,0.0774,0.2592,0.5118,0.3855,0.1369,0.6797,0.0473,0.1728,0.0196,0.207,0.4344,0.0008,0.4996,0.3822,0.6797,0.6993,0.0253,0.9878,0.7922,0.6512,0.7001,0.7449,0.4768,0.8647,0.1997,0.5607,0.216,0.0548626396021847,0.2323192587801127,0.0538028857911469,1.077,0.584,0.754,1.217,0.29371,0.05433,1.3983,0.4986,0.472,0.001088,2.2746,1.3285,2.3323,0.005804,86.93,2,46.21,-0.6243,-0.8264,-0.0888000000000001,-0.09210000000000002,0.29179999999999995,-0.016300000000000002,0.7547,0.0008,0.1932,0.0766,0.25839999999999996,0.29180000000000006,0.3855,0.09939999999999999,0.6797,0.0383,0.1728,0.0114,0.1719,0.19069999999999998,0.0,0.16710000000000003,0.1817,0.19890000000000002,0.6854,0.006599999999999998,-0.020299999999999985,-0.7735,0.6325,0.6315999999999999,0.502,0.32030000000000003,0.8647,0.1687,0.1744,0.03749999999999999,71.58190709046455,6.615688445530044,53.0,97.0,67.29795918367347,76.43673469387755,9.138775510204084,10.492143386188609,0.0228214103016609,0.6109,0.3501,0.4453,0.5082,0.9217
bind_076_binder,Binder,1,0.6284,0.9234,0.5974,0.1157,0.3529,0.0456,0.4988,0.013,0.15,0.0383,0.2869,0.0554,0.0864,0.0652,0.6601,0.1133,0.6919,0.6194,0.8623,0.74,0.0,0.0326,0.6748,0.577,0.9535,0.7971,0.132,0.6023,0.0318,0.0318,0.1027,0.0033,0.868,0.053,0.4091,0.035,0.0078258742968941,0.0881171378812505,0.0078258742968941,1.152,1.129,0.835,0.714,0.32171,0.05386,2.169,0.6234,0.816,0.002253,2.9886,0.7885,0.4205,0.002186,83.79,1,27.93,-0.5549999999999999,-0.7758,-0.3798,-0.0937,0.2111,-0.026099999999999998,0.4719,0.0106,0.15,0.0359,0.2812,0.0456,0.0603,0.007300000000000001,0.6315999999999999,0.006599999999999995,0.6495000000000001,0.5184,0.4246,0.6234,0.0,0.030999999999999996,0.6748,0.5534,0.881,0.6423,-0.009800000000000003,0.13770000000000004,0.0318,0.0245,0.1027,0.0025,0.8036,0.0383,0.4075,0.028500000000000004,70.03667481662592,5.588682651952186,52.0,91.0,72.35918367346939,69.50204081632653,-2.857142857142861,-1.6293334819970875,-0.0035439553713911,0.1769,0.0832,0.0892,0.1109,0.5203
